time,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
2023-03-09T15:31:38.062630,1.516464,1.85402,5.145905,1.379953,0.940921,6.951713,22.362642,7.054505,0.947912,0.843926,7.849662,358.630498,15462.015593,3.591735,81.96491,142.090243,137.223738,1316.802524,17.977321,4.524505,10.676222,1.635632,55.40508,4.437957,4.655607,76.050137,10.725466,1.353313,35.077047,18.948836,1.0,18.575906
